sampleid	biosample	bioproject	reads	primer_group	genus	species	common_name	old_new_world	pathogen	diet_org	diet_assumed	diet_1	diet_2	diet_group	diet_cat	sex	reprod_stage	total_sample_no	sample_type	collection_year	captive_wild	habitat_assumed	habitat_group	habitat_level_1	habitat_level_2	roost_group	sociality_x	foraging	collection_location	country	continent	virus	body_mass_g	litter_size	litters_peryear	longevity_month	sociality_y	torpor_use
SAMEA9988516	SAMEA9988516_ERR7141707	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988515	SAMEA9988515_ERR7141699	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988514	SAMEA9988514_ERR7141698	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988513	SAMEA9988513_ERR7141697	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988512	SAMEA9988512_ERR7141696	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988511	SAMEA9988511_ERR7141695	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988510	SAMEA9988510_ERR7141694	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988509	SAMEA9988509_ERR7141693	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988508	SAMEA9988508_ERR7141692	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9988507	SAMEA9988507_ERR7141691	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_capaccinii	Long-fingered_bat	old_world	Lyssaviruses	Piscivorous	Carnivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_water	Cave	Colonial	trawling	NA	NA	NA	Lyssaviruses	8.15	0.99	NA	NA	Colonial	Seasonal
SAMEA9985977	SAMEA9985977_ERR7141728	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_myotis	Greater_mouse-eared_bat	old_world	Lyssaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_grassland	Cave	Colonial	gleaning_aerial_hawking	NA	NA	NA	Lyssaviruses	25.59	1.5	1	264	Colonial	Diurnal_Seasonal
SAMEA9985976	SAMEA9985976_ERR7141727	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_myotis	Greater_mouse-eared_bat	old_world	Lyssaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_grassland	Cave	Colonial	gleaning_aerial_hawking	NA	NA	NA	Lyssaviruses	25.59	1.5	1	264	Colonial	Diurnal_Seasonal
SAMEA9985975	SAMEA9985975_ERR7141726	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_myotis	Greater_mouse-eared_bat	old_world	Lyssaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_grassland	Cave	Colonial	gleaning_aerial_hawking	NA	NA	NA	Lyssaviruses	25.59	1.5	1	264	Colonial	Diurnal_Seasonal
SAMEA9985974	SAMEA9985974_ERR7141725	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_myotis	Greater_mouse-eared_bat	old_world	Lyssaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_grassland	Cave	Colonial	gleaning_aerial_hawking	NA	NA	NA	Lyssaviruses	25.59	1.5	1	264	Colonial	Diurnal_Seasonal
SAMEA9985973	SAMEA9985973_ERR7142015	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_myotis	Greater_mouse-eared_bat	old_world	Lyssaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_grassland	Cave	Colonial	gleaning_aerial_hawking	NA	NA	NA	Lyssaviruses	25.59	1.5	1	264	Colonial	Diurnal_Seasonal
SAMEA9985972	SAMEA9985972_ERR7142014	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_myotis	Greater_mouse-eared_bat	old_world	Lyssaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_grassland	Cave	Colonial	gleaning_aerial_hawking	NA	NA	NA	Lyssaviruses	25.59	1.5	1	264	Colonial	Diurnal_Seasonal
SAMEA9985971	SAMEA9985971_ERR7142013	PRJEB47836	paired	V3-V4_1	Myotis	Myotis_myotis	Greater_mouse-eared_bat	old_world	Lyssaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous		NA	98	Fecal_sample	NA	Wild_probably	Freshwater	Freshwater	Forest	forest_grassland	Cave	Colonial	gleaning_aerial_hawking	NA	NA	NA	Lyssaviruses	25.59	1.5	1	264	Colonial	Diurnal_Seasonal
SAMN40905264	SAMN40905264_SRR28556625	PRJNA1096155	paired	V3-V4_2	Rhinolophus	Rhinolophus_arcuatus	Arcuate_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_urban	Cave	Colonial	aerial_hawking_gleaning	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	8.98	NA	NA	NA	Colonial	NA
SAMN40905263	SAMN40905263_SRR28556626	PRJNA1096155	paired	V3-V4_2	Rhinolophus	Rhinolophus_arcuatus	Arcuate_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_urban	Cave	Colonial	aerial_hawking_gleaning	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	8.98	NA	NA	NA	Colonial	NA
SAMN40905262	SAMN40905262_SRR28556628	PRJNA1096155	paired	V3-V4_2	Rhinolophus	Rhinolophus_arcuatus	Arcuate_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_urban	Cave	Colonial	aerial_hawking_gleaning	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	8.98	NA	NA	NA	Colonial	NA
SAMN40905261	SAMN40905261_SRR28556629	PRJNA1096155	paired	V3-V4_2	Rhinolophus	Rhinolophus_arcuatus	Arcuate_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_urban	Cave	Colonial	aerial_hawking_gleaning	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	8.98	NA	NA	NA	Colonial	NA
SAMN40905260	SAMN40905260_SRR28556630	PRJNA1096155	paired	V3-V4_2	Rhinolophus	Rhinolophus_arcuatus	Arcuate_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_urban	Cave	Colonial	aerial_hawking_gleaning	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	8.98	NA	NA	NA	Colonial	NA
SAMN40905259	SAMN40905259_SRR28556631	PRJNA1096155	paired	V3-V4_2	Rousettus	Rousettus_amplexicaudatus	Geoffroy's_rousette	old_world	Hantaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	plucking	Tayabas_Quezon	Philippines	Asia	Hantaviruses	74.37	0.99	2	NA	Colonial	NA
SAMN40905258	SAMN40905258_SRR28556632	PRJNA1096155	paired	V3-V4_2	Rousettus	Rousettus_amplexicaudatus	Geoffroy's_rousette	old_world	Hantaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	plucking	Tayabas_Quezon	Philippines	Asia	Hantaviruses	74.37	0.99	2	NA	Colonial	NA
SAMN40905257	SAMN40905257_SRR28556633	PRJNA1096155	paired	V3-V4_2	Rousettus	Rousettus_amplexicaudatus	Geoffroy's_rousette	old_world	Hantaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	plucking	Tayabas_Quezon	Philippines	Asia	Hantaviruses	74.37	0.99	2	NA	Colonial	NA
SAMN40905256	SAMN40905256_SRR28556634	PRJNA1096155	paired	V3-V4_2	Rousettus	Rousettus_amplexicaudatus	Geoffroy's_rousette	old_world	Hantaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	plucking	Tayabas_Quezon	Philippines	Asia	Hantaviruses	74.37	0.99	2	NA	Colonial	NA
SAMN40905255	SAMN40905255_SRR28556635	PRJNA1096155	paired	V3-V4_2	Rousettus	Rousettus_amplexicaudatus	Geoffroy's_rousette	old_world	Hantaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	plucking	Tayabas_Quezon	Philippines	Asia	Hantaviruses	74.37	0.99	2	NA	Colonial	NA
SAMN40905254	SAMN40905254_SRR28556636	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905253	SAMN40905253_SRR28556637	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905252	SAMN40905252_SRR28556639	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905251	SAMN40905251_SRR28556640	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905250	SAMN40905250_SRR28556641	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Nectar	Frugivorous_Nectarivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905249	SAMN40905249_SRR28556642	PRJNA1096155	paired	V3-V4_2	Miniopterus	Miniopterus_australis	Little_bent-wing_bat	old_world	Alphacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Scrub	Scrub	scrub_grassland	Cave	Colonial	aerial_hawking	Tayabas_Quezon	Philippines	Asia	Alphacoronaviruses	7.4	0.99	1	NA	Colonial	Diurnal
SAMN40905248	SAMN40905248_SRR28556643	PRJNA1096155	paired	V3-V4_2	Miniopterus	Miniopterus_australis	Little_bent-wing_bat	old_world	Alphacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Scrub	Scrub	scrub_grassland	Cave	Colonial	aerial_hawking	Tayabas_Quezon	Philippines	Asia	Alphacoronaviruses	7.4	0.99	1	NA	Colonial	Diurnal
SAMN40905247	SAMN40905247_SRR28556644	PRJNA1096155	paired	V3-V4_2	Miniopterus	Miniopterus_australis	Little_bent-wing_bat	old_world	Alphacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Scrub	Scrub	scrub_grassland	Cave	Colonial	aerial_hawking	Tayabas_Quezon	Philippines	Asia	Alphacoronaviruses	7.4	0.99	1	NA	Colonial	Diurnal
SAMN40905246	SAMN40905246_SRR28556645	PRJNA1096155	paired	V3-V4_2	Miniopterus	Miniopterus_australis	Little_bent-wing_bat	old_world	Alphacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Scrub	Scrub	scrub_grassland	Cave	Colonial	aerial_hawking	Tayabas_Quezon	Philippines	Asia	Alphacoronaviruses	7.4	0.99	1	NA	Colonial	Diurnal
SAMN40905245	SAMN40905245_SRR28556646	PRJNA1096155	paired	V3-V4_2	Miniopterus	Miniopterus_australis	Little_bent-wing_bat	old_world	Alphacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Scrub	Scrub	scrub_grassland	Cave	Colonial	aerial_hawking	Tayabas_Quezon	Philippines	Asia	Alphacoronaviruses	7.4	0.99	1	NA	Colonial	Diurnal
SAMN40905244	SAMN40905244_SRR28556647	PRJNA1096155	paired	V3-V4_2	Hipposideros	Hipposideros_diadema	Diadem_leaf-nosed_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	aerial_hawking_ambush	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	46.9	1	NA	NA	Colonial	No
SAMN40905243	SAMN40905243_SRR28556648	PRJNA1096155	paired	V3-V4_2	Hipposideros	Hipposideros_diadema	Diadem_leaf-nosed_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	aerial_hawking_ambush	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	46.9	1	NA	NA	Colonial	No
SAMN40905242	SAMN40905242_SRR28556650	PRJNA1096155	paired	V3-V4_2	Hipposideros	Hipposideros_diadema	Diadem_leaf-nosed_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	aerial_hawking_ambush	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	46.9	1	NA	NA	Colonial	No
SAMN40905241	SAMN40905241_SRR28556651	PRJNA1096155	paired	V3-V4_2	Hipposideros	Hipposideros_diadema	Diadem_leaf-nosed_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	aerial_hawking_ambush	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	46.9	1	NA	NA	Colonial	No
SAMN40905240	SAMN40905240_SRR28556652	PRJNA1096155	paired	V3-V4_2	Hipposideros	Hipposideros_diadema	Diadem_leaf-nosed_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	aerial_hawking_ambush	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	46.9	1	NA	NA	Colonial	No
SAMN40905239	SAMN40905239_SRR28556653	PRJNA1096155	paired	V3-V4_2	Hipposideros	Hipposideros_diadema	Diadem_leaf-nosed_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	aerial_hawking_ambush	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	46.9	1	NA	NA	Colonial	No
SAMN40905238	SAMN40905238_SRR28556654	PRJNA1096155	paired	V3-V4_2	Cynopterus	Cynopterus_brachyotis	Lesser_short-nosed_fruit_bat	old_world	Henipaviruses_probably	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_scrub	Foliage	Social	gleaning	Tayabas_Quezon	Philippines	Asia	Henipaviruses_probably	33.87	0.99	2	96	Social	Diurnal
SAMN40905237	SAMN40905237_SRR28556655	PRJNA1096155	paired	V3-V4_2	Cynopterus	Cynopterus_brachyotis	Lesser_short-nosed_fruit_bat	old_world	Henipaviruses_probably	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_scrub	Foliage	Social	gleaning	Tayabas_Quezon	Philippines	Asia	Henipaviruses_probably	33.87	0.99	2	96	Social	Diurnal
SAMN40905236	SAMN40905236_SRR28556656	PRJNA1096155	paired	V3-V4_2	Cynopterus	Cynopterus_brachyotis	Lesser_short-nosed_fruit_bat	old_world	Henipaviruses_probably	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_scrub	Foliage	Social	gleaning	Tayabas_Quezon	Philippines	Asia	Henipaviruses_probably	33.87	0.99	2	96	Social	Diurnal
SAMN40905235	SAMN40905235_SRR28556657	PRJNA1096155	paired	V3-V4_2	Cynopterus	Cynopterus_brachyotis	Lesser_short-nosed_fruit_bat	old_world	Henipaviruses_probably	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_scrub	Foliage	Social	gleaning	Tayabas_Quezon	Philippines	Asia	Henipaviruses_probably	33.87	0.99	2	96	Social	Diurnal
SAMN40905234	SAMN40905234_SRR28556658	PRJNA1096155	paired	V3-V4_2	Rousettus	Rousettus_amplexicaudatus	Geoffroy's_rousette	old_world	Hantaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	plucking	Tayabas_Quezon	Philippines	Asia	Hantaviruses	74.37	0.99	2	NA	Colonial	NA
SAMN40905233	SAMN40905233_SRR28556659	PRJNA1096155	paired	V3-V4_2	Rousettus	Rousettus_amplexicaudatus	Geoffroy's_rousette	old_world	Hantaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	plucking	Tayabas_Quezon	Philippines	Asia	Hantaviruses	74.37	0.99	2	NA	Colonial	NA
SAMN40905232	SAMN40905232_SRR28556620	PRJNA1096155	paired	V3-V4_2	Rousettus	Rousettus_amplexicaudatus	Geoffroy's_rousette	old_world	Hantaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Cave	Colonial	plucking	Tayabas_Quezon	Philippines	Asia	Hantaviruses	74.37	0.99	2	NA	Colonial	NA
SAMN40905231	SAMN40905231_SRR28556621	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Female	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905230	SAMN40905230_SRR28556622	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905229	SAMN40905229_SRR28556623	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905228	SAMN40905228_SRR28556624	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905227	SAMN40905227_SRR28556627	PRJNA1096155	paired	V3-V4_2	Ptenochirus	Ptenochirus_jagorii	Greater_musky_fruit_bat	old_world	Betacoronaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_agricultural	Tree_hollows	Solitary	plucking	Tayabas_Quezon	Philippines	Asia	Betacoronaviruses	79.18	1	2	96	Solitary	NA
SAMN40905226	SAMN40905226_SRR28556638	PRJNA1096155	paired	V3-V4_2	Cynopterus	Cynopterus_brachyotis	Lesser_short-nosed_fruit_bat	old_world	Henipaviruses_probably	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_scrub	Foliage	Social	gleaning	Tayabas_Quezon	Philippines	Asia	Henipaviruses_probably	33.87	0.99	2	96	Social	Diurnal
SAMN40905225	SAMN40905225_SRR28556649	PRJNA1096155	paired	V3-V4_2	Cynopterus	Cynopterus_brachyotis	Lesser_short-nosed_fruit_bat	old_world	Henipaviruses_probably	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_scrub	Foliage	Social	gleaning	Tayabas_Quezon	Philippines	Asia	Henipaviruses_probably	33.87	0.99	2	96	Social	Diurnal
SAMN40905224	SAMN40905224_SRR28556660	PRJNA1096155	paired	V3-V4_2	Cynopterus	Cynopterus_brachyotis	Lesser_short-nosed_fruit_bat	old_world	Henipaviruses_probably	Frugivorous	Frugivorous	Fruits	Fruits	Fruits	Frugivorous	Male	Adult	42	Gut_sample	2021	Wild	Cave	Forest	Forest	forest_scrub	Foliage	Social	gleaning	Tayabas_Quezon	Philippines	Asia	Henipaviruses_probably	33.87	0.99	2	96	Social	Diurnal
